artist,country,genre,image_uri,uri,debut_album_year,track_name,song_uri,song_image_uri,group_size,gender
Cage The Elephant,us,Rock,https://i.scdn.co/image/ab6761610000e5eb7d994f7e137c10249de19455,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,2009,Cigarette Daydreams,https://p.scdn.co/mp3-preview/b27a6307585a54b232d1156b0814166c1519cd22?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fb1cb900d28642e668d77b12,6,m
Iggy Azalea,au,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb698a6abf2897a8fc8283cc0c,spotify:artist:5yG7ZAZafVaAlMTeBybKAL,2014,Fancy,https://p.scdn.co/mp3-preview/f12fe0733e8f0049a1091a22c2dad43a09a740e7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b1c6cf12c9fb4f9014b711ba,1,f
La Arrolladora Banda El Limón,mx,Latin,https://i.scdn.co/image/ab6761610000e5eb069726c29cb2ecddce6e86da,spotify:artist:5bSfBBCxY8QAk4Pifveisz,1997,El Final De Nuestra Historia,https://p.scdn.co/mp3-preview/5c948240e010a724533c0c712635b777d6e6d395?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732619bdb15ad1bc5d1016457a,18,m
The Clash,uk,Rock,https://i.scdn.co/image/ab470b275daa38351810a1eb91d107ebdb821302,spotify:artist:3RGLhK1IP9jnYFH4BRFJBS,1977,Should I Stay or Should I Go - Remastered,https://p.scdn.co/mp3-preview/418389df9746c610bffba56e6b86d8958fbe3d3e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27325a4df452a3c42ccc2e9288b,4,m
X Ambassadors,us,Pop,https://i.scdn.co/image/ab6761610000e5eb8f08efd0e601988cd94a3d9c,spotify:artist:3NPpFNZtSTHheNBaWC82rB,2013,Back To You,https://p.scdn.co/mp3-preview/dd8dc708ffb77e9e0713551e5bf50d4cb819bdd7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737a1b61448054bd2f97406822,3,m
Maria Becerra,ar,Pop,https://i.scdn.co/image/ab6761610000e5eb3c8986007fbc45ed6d75172f,spotify:artist:1DxLCyH42yaHKGK3cl5bvG,2021,Miénteme,https://p.scdn.co/mp3-preview/7daad7ea3434cb3118ad22363fb49bed5a160724?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273610c6b200ecf596166c50d90,1,f
Jessie J,uk,Pop,https://i.scdn.co/image/ab6761610000e5eb4f45adcb0f8f24c4972c4b18,spotify:artist:2yLzlEFtIS0Q9UkyBZdQA7,2022,How Could You,https://p.scdn.co/mp3-preview/a29bb19d548ed59bdfd06455f6ba3530b11d5edf?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2733c8b38d1e0112fbf31d20e41,1,f
Stevie Wonder,us,R&B,https://i.scdn.co/image/c59faacbed7aa770266bad048660810eca204108,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,1962,What Christmas Means To Me,https://p.scdn.co/mp3-preview/e6c787161eb3b97d212595c2d9102c5ea41939ee?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273351e5321a51548bf48d68eff,1,m
Moneybagg Yo,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb9832888c42a5f2d12739f803,spotify:artist:3tJoFztHeIJkJWMrx0td2f,2016,Run It Up (feat. Offset & Moneybagg Yo),https://p.scdn.co/mp3-preview/17b3286e7ff365a1dbf5362cfb0654144c4ff463?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735af0305457ff290e06dcc4c2,1,m
Juan Gabriel,mx,Latin,https://i.scdn.co/image/022102638a204d6cb0bb6276ba2656f9c92bf2c3,spotify:artist:2MRBDr0crHWE5JwPceFncq,1971,Abrázame Muy Fuerte,https://p.scdn.co/mp3-preview/5bea54f488944eb88ef42c0ebaf934d608c318e7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273552305f118125cd9b54abf2d,1,m
The Black Keys,us,Alternative,https://i.scdn.co/image/ab6761610000e5ebae537808bd15be9f7031e99b,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,2002,Lonely Boy,https://p.scdn.co/mp3-preview/2ad81dc04cb1e29388f918bbf948b5f812632131?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736a21b97de47168df4f0c1993,2,m
Calum Scott,uk,Pop,https://i.scdn.co/image/ab6761610000e5eba876cce57ccb11531390ed5f,spotify:artist:6ydoSd3N2mwgwBHtF6K7eX,2018,Where Are You Now,https://p.scdn.co/mp3-preview/822c97661e9d8a4cdbc9bebf8b414b95d982ee81?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b,1,m
Lil Jon,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eba12641edfc4ffbbdf58f7d15,spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK,1999,BOMBÓN,https://p.scdn.co/mp3-preview/9d39f94c1db7975edf392eb0c8a7644304f7bea6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27342b84b2b0aa47bc162b29522,1,m
Avenged Sevenfold,us,Metal,https://i.scdn.co/image/ab6761610000e5eb1b946c4f794b25d6a8cf4baa,spotify:artist:0nmQIMXWTXfhgOBdNzhGOs,2002,Hail to the King,https://p.scdn.co/mp3-preview/3beeb74a560e641095168746adfc84f253d85ecc?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730ea1ecb2d5271c2db402b0c2,5,m
Vicente Fernandez,mx,Latin,https://i.scdn.co/image/ab6761610000e5eb124d1d79d7838c9dd095f9e6,spotify:artist:4PPoI9LuYeFX8V674Z1R6l,1958,Un Millón de Primaveras,https://p.scdn.co/mp3-preview/5f690beb5907affab6edbf95374b9ce5f21a2845?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736007f6cc186f038776e7a410,1,m
Lukas Graham,dk,Pop,https://i.scdn.co/image/ab6761610000e5eb0793531175d0f2f95cbb84ff,spotify:artist:25u4wHJWxCA9vO0CzxAbK7,2016,7 Years,https://p.scdn.co/mp3-preview/7ce6f47335f7513a448d434b81475a93c048eba4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732d94d0f04e9a58d1654b760b,1,m
Khea,ar,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb16d81001af30e58bd1d7de4f,spotify:artist:4m6ubhNsdwF4psNf3R8kwR,2020,She Don't Give a Fo,https://p.scdn.co/mp3-preview/650d899d84f4a6b89a012b8eb931df4a0ea619e3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2733ba92b218fbc97d244235a21,1,m
Passenger,uk,Rock,https://i.scdn.co/image/ab6761610000e5ebdbd2f0ea9bcda93594152d7d,spotify:artist:0gadJ2b9A4SKsB1RFkBb66,2007,Let Her Go,https://p.scdn.co/mp3-preview/21583246d47ad7d081a837758794178cc868fc38?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27342859c496ab80d9867ef21b6,1,m
LANY,us,Pop,https://i.scdn.co/image/ab6761610000e5eb046b6fbb00503d1bb72ac7ae,spotify:artist:49tQo2QULno7gxHutgccqF,2017,Malibu Nights,https://p.scdn.co/mp3-preview/2f72970093a18606c43036bb0dfd8f2a19ccfd4d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c4dae9528b2a8408f463eb17,3,m
Seeb,no,Electronic,https://i.scdn.co/image/ab6761610000e5ebc370fb6c5d9e9aac210acaac,spotify:artist:5iNrZmtVMtYev5M9yoWpEq,2020,I Took A Pill In Ibiza - Seeb Remix,https://p.scdn.co/mp3-preview/e31018c4bf2b03107d794cbf653abc04114a0e6d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273a19be7aca4a1fcd6e8a42c62,2,m
Becky Hill,uk,Pop,https://i.scdn.co/image/ab6761610000e5eb04ef17a8d226f7854fc8c62d,spotify:artist:4EPJlUEBy49EX1wuFOvtjK,2016,Crazy What Love Can Do,https://p.scdn.co/mp3-preview/a8c39c0a5d04d24694f1bc2647381318fd4ddacd?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273654c0a1cb2c30dd8e11c0186,1,f
Alec Benjamin,us,Pop,https://i.scdn.co/image/ab6761610000e5eb72c4ca30476ce87954961a10,spotify:artist:5IH6FPUwQTxPSXurCrcIov,2018,Let Me Down Slowly,https://p.scdn.co/mp3-preview/209a13f2c3330d265cc9ebf4f082cd5b3174559f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370,1,m
JID,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb8f0270ec23a53f3c1fe91849,spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,2017,Enemy (with JID) - from the series Arcane League of Legends,https://p.scdn.co/mp3-preview/82c8676a3934ee07f421c039d41d08fbe3b5b385?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,1,m
Nas,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5ebd66f1e0c883f319443d68c45,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,2021,STAR WALKIN' (League of Legends Worlds Anthem),https://p.scdn.co/mp3-preview/1a62d0513c3fba506171810ae0abf85c4c5f644d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe,1,m
Pablo Alboran,es,Pop,https://i.scdn.co/image/ab6761610000e5eb603fdedea1dab4c77d7d8bcc,spotify:artist:5M9Bb4adKAgrOFOhc05Y50,2011,Saturno,https://p.scdn.co/mp3-preview/883e049bcca30a086ddff3cc909d98945c6d93bd?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27395d478cd83459546759f7293,1,m
Dave Stewart,uk,Rock,https://i.scdn.co/image/ab6761610000e5eb69f218e3cb145eacfb6c8476,spotify:artist:7gcCQIlkkfbul5Mt0jBQkg,1981,Sweet Dreams (Are Made of This) - Remastered,https://p.scdn.co/mp3-preview/13d0c650448ee69e804d45741a2ee309f9b5a7e3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b3994c94dfb241923664bb4d,1,m
Hardwell,nl,Electronic,https://i.scdn.co/image/ab6761610000e5eb1cbb1805834e1767a18a328b,spotify:artist:6BrvowZBreEkXzJQMpL174,2010,I FEEL LIKE DANCING,https://p.scdn.co/mp3-preview/f8e18b9bbc259551d11037a198462ca6164b9cc9?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27360ad5611345900c2179cdcd0,1,m
Maren Morris,us,country,https://i.scdn.co/image/ab6761610000e5ebf88c7e94699df538db077320,spotify:artist:6WY7D3jk8zTrHtmkqqo5GI,2017,The Middle,https://p.scdn.co/mp3-preview/0888eaf5d30f8a58b95b6a79f3e3bdf0f4a40d72?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fbe22d168a743b782a5e856a,1,f
Plan B,pr,Latin,https://i.scdn.co/image/ab6761610000e5ebd8c80ecc1b065d5d9c4f42a6,spotify:artist:7qlh1IM1XMeQXA9ukp59au,2010,She Said,https://p.scdn.co/mp3-preview/295a2f219edd93a27d892082a2ceb5265cba8ff3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273706615454f8c1f157218fe3f,1,m
Eurythmics,uk,Electronic,https://i.scdn.co/image/ab6761610000e5eb145a01fb993c3088fe6ac5e7,spotify:artist:0NKDgy9j66h3DLnN8qu1bB,1981,Sweet Dreams (Are Made of This) - Remastered,https://p.scdn.co/mp3-preview/13d0c650448ee69e804d45741a2ee309f9b5a7e3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b3994c94dfb241923664bb4d,2,x
CNCO,us,Latin,https://i.scdn.co/image/ab6761610000e5ebe61627c00d64dcb4de8001d2,spotify:artist:0eecdvMrqBftK0M1VKhaF4,2016,Reggaetón Lento (Bailemos),https://p.scdn.co/mp3-preview/ced5c17cadb43603d0498016dcd37056331efd70?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737db0f7ac4c612cce26ccacf9,5,m
DJ Luian,pr,Latin,https://i.scdn.co/image/ab6761610000e5eb12720a4a06a7a2e78c5f42dc,spotify:artist:64aJYyrXljOodnUG6jvhRD,2015,Solita,https://p.scdn.co/mp3-preview/418c1e6a2d33f4f2d7af9eea355c1ae7b7ea152a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bc739e4f39cb4d5c253fcb64,1,m
DEAN LEWIS,au,Pop,https://i.scdn.co/image/ab6761610000e5eb8890cb31ef645d18f10ae473,spotify:artist:3QSQFmccmX81fWCUSPTS7y,2019,How Do I Say Goodbye,https://p.scdn.co/mp3-preview/ae129c6c959af8a0a6cd31af13456247ca9a5ded?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273991f6658282ef028f93b11e0,1,m
Bryan Adams,ca,Rock,https://i.scdn.co/image/ab6761610000e5eb8009ff2c16ef26e06e4d6623,spotify:artist:3Z02hBLubJxuFJfhacLSDc,1980,Summer Of '69,https://p.scdn.co/mp3-preview/bb192de72ab44705bb8bd8a66e38b5d9085dc5de?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cf1fee2a55e98e22bf358512,1,m
Sigala,uk,Electronic,https://i.scdn.co/image/ab6761610000e5eb676cabffde9eb5b921355358,spotify:artist:1IueXOQyABrMOprrzwQJWN,2018,All By Myself,https://p.scdn.co/mp3-preview/fc4b960b2c26720100ac18f8911900c5c6d1667e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273aaf796449ef2b13ba82353bb,1,m
AJR,us,Pop,https://i.scdn.co/image/ab6761610000e5ebd0f8fb5691ea660889d10eb1,spotify:artist:6s22t5Y3prQHyaHWUN1R1C,2013,World's Smallest Violin,https://p.scdn.co/mp3-preview/55ccaf408dd66960bdb2c27ef6f06dce4e967e7d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fc9511f26808c1eee73b414d,3,m
Skillet,us,Rock,https://i.scdn.co/image/ab6761610000e5eb5796c88846b0bbecb07fccfc,spotify:artist:49bzE5vRBRIota4qeHtQM8,1996,Monster,https://p.scdn.co/mp3-preview/11fb884b5dccbd6e31a57ace3fd8ada84e2d644f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27343e531d5f69170aba281ef43,4,x
The Cranberries,ie,Rock,https://i.scdn.co/image/143c01f407ed64a4b3bcbc92d24c05ef80981251,spotify:artist:7t0rwkOPGlDPEhaOcVtOt9,1993,Zombie,https://p.scdn.co/mp3-preview/c182304d08b8f4bc70dc80cea76692b0ba5fe47d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27372d481a5999197ef5f42f796,4,x
Pentatonix,us,Pop,https://i.scdn.co/image/ab6761610000e5eb1723d33e6837b553b2e512c1,spotify:artist:26AHtbjWKiwYzsoGoUZq53,2012,Hallelujah,https://p.scdn.co/mp3-preview/97835641cdf46ade8cc96e50ca4d6b48682e0606?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ddbbb08d6f7a6ed263fa6afc,5,x
Lin-Manuel Miranda,us,Classical,https://i.scdn.co/image/84dc87cca456089fc5cfa2d7593d9d960ca4553f,spotify:artist:4aXXDj9aZnlshx7mzj3W1N,2008,Alexander Hamilton,https://p.scdn.co/mp3-preview/f762c1f43eb703160766dae95757881b54a9a1e3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d72fb5571087bca0a2fed008,1,m
Marvin Gaye,us,R&B,https://i.scdn.co/image/cf79bd3e5c787e2ec152eeb1ea5538b0d4cf1434,spotify:artist:3koiLjNrgRTNbOwViDipeA,1961,Ain't No Mountain High Enough,https://p.scdn.co/mp3-preview/090809c54f002e1493e134d36f5ff3efed0b934c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2739173e50e99bdea2400222f02,1,m
Prince,us,R&B,https://i.scdn.co/image/ab6761610000e5ebeaca358712b3fe4ed9814640,spotify:artist:5a2EaR3hamoenG9rDuVn8j,1978,Purple Rain,https://p.scdn.co/mp3-preview/90e24837bb021d0e25e97b7f0562945c2b5f3824?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d52bfb90ee8dfeda8378b99b,1,m
Eric Clapton,uk,Rock,https://i.scdn.co/image/ab6772690000c46ca60e8f215103f6841d8a83f0,spotify:artist:6PAt558ZEZl0DmdXlnjMgD,1966,Wonderful Tonight,https://p.scdn.co/mp3-preview/cd602bdf6a87d1a6d523479a66f2d357db12b40e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736f093a6ae88a5ca8ed53b9f7,1,m
Missy Elliott,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5ebf6691f40d906f097e9fbaa4c,spotify:artist:2wIVse2owClT7go1WT98tk,1997,Work It,https://p.scdn.co/mp3-preview/7143f9297d47a2665a4903857cda8646d36037a9?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27395d8583bba8f3cd794fa5bae,1,f
Busta Rhymes,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb7b31aba081ef084510cde4e3,spotify:artist:1YfEcTuGvBQ8xSD1f53UnK,1996,Don't Cha,https://p.scdn.co/mp3-preview/44d240e608ee12387913d382c9285cf522e3b7e6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738cc44129c3b11adec74058d6,1,m
Raye,uk,Pop,https://i.scdn.co/image/ab6761610000e5ebe8017b7995ab05155d671520,spotify:artist:5KKpBU5eC2tJDzf0wmlRp2,2016,Escapism.,https://p.scdn.co/mp3-preview/c35ebdba9f0ac7035e01dbc7afde69d56f6301a6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27357dd31ec4e9dbc7f4238f69a,1,f
Bee Gees,au,Pop,https://i.scdn.co/image/1d5a05673975ba0c378cd280344e000b0b865620,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,1967,Stayin Alive,https://p.scdn.co/mp3-preview/f7a8a8c787b2a8ba31e78c42fa791663c4af396d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bdcea025a483b9642f17a9f8,3,m
Nelly Furtado,ca,Pop,https://i.scdn.co/image/ab6761610000e5eb4cd5711d0422af7209cdf37a,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,2000,Promiscuous,https://p.scdn.co/mp3-preview/e8b16c3ce9aae42dc071f533b0a5e59b08387016?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273a6f439c8957170652f9410e2,1,f
Jeremy Zucker,us,Pop,https://i.scdn.co/image/ab6761610000e5eb7770a579b8bfc3d57714fe79,spotify:artist:3gIRvgZssIb9aiirIg0nI3,2017,comethru,https://p.scdn.co/mp3-preview/cdcc4b5912d31232f35371188333ffa5989e56bf?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cb16227d90152c2a5022bba1,1,m
The Kooks,uk,Rock,https://i.scdn.co/image/ab6761610000e5eb720d6b8dd091334f38fb49ad,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,2006,Naive,https://p.scdn.co/mp3-preview/f41eca31a528b29b90546ec80ed09ac150e64980?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736e8b31b2e7cec192c603eece,4,m
Foster the People,us,Pop,https://i.scdn.co/image/ab6761610000e5ebb5a3c9a9ca40824e0f44ea78,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,2011,Pumped Up Kicks,https://p.scdn.co/mp3-preview/1bc2c0a7e77201e3ed8131f58a7d5799333486c4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5,3,m
Clairo,us,Pop,https://i.scdn.co/image/ab6761610000e5eb370f4e30deba6da178db36fe,spotify:artist:3l0CmX0FuQjFxr8SK7Vqag,2019,Sofia,https://p.scdn.co/mp3-preview/8b3bdc8267ae0e0d5e76c21cd5231bcdf1685eb2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27333ccb60f9b2785ef691b2fbc,1,f
Stray Kids (스트레이 키즈),kr,Pop,https://i.scdn.co/image/ab6761610000e5ebc855bded4ab1bd99ef62214a,spotify:artist:2dIgFjalVxs4ThymZ67YCE,2018,CASE 143,https://p.scdn.co/mp3-preview/3f82b24e22f78f563a081e8f33b546b6ed79b585?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27385bcbbac459056ad6ee9426b,8,m
Madonna,us,Pop,https://i.scdn.co/image/ab6761610000e5eb4b36d28b55620959821f4a5b,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,1983,Material Girl,https://p.scdn.co/mp3-preview/67c38d1abd0a86aca35a9b485cfc6114187f0a63?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738f9f218b386e6aeb27184307,1,f
Illenium,us,Electronic,https://i.scdn.co/image/ab6761610000e5eb81a0ab3a9a4326929a01b0f1,spotify:artist:45eNHdiiabvmbp4erw26rg,2016,Takeaway,https://p.scdn.co/mp3-preview/0e5f8def9f425221c72560ce52141e3d0acf83f3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,1,m
Jay Wheeler,pr,Latin,https://i.scdn.co/image/ab6761610000e5eb9e02b6dd9658e87f82da1d54,spotify:artist:2cPqdH7XMvwaBJEVjheH8g,2019,La Curiosidad,https://p.scdn.co/mp3-preview/d39b6250fc284998afc236fc529ddd5ffe4e0042?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273509c45194c1ef6c1cb509e5d,1,m
Jesse & Joy,mx,Pop,https://i.scdn.co/image/ab6761610000e5ebaa2e120075652341890059e9,spotify:artist:1mX1TWKpNxDSAH16LgDfiR,2006,Dueles,https://p.scdn.co/mp3-preview/3a497b453175e56104087b0de8f8e289b8c580e2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d01f410ddd5776121c42bf59,2,x
Carin Leon,mx,Latin,https://i.scdn.co/image/ab6761610000e5ebc04209dc81bd9d0d6ed09f11,spotify:artist:66ihevNkSYNzRAl44dx6jJ,2018,Que Vuelvas,https://p.scdn.co/mp3-preview/81d9b34151e7f92c02bf7d87802854f6edc751ea?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735c7336d25ca101fbb0855647,1,m
Carlos Vives,co,Pop,https://i.scdn.co/image/ab6761610000e5ebc9f6e3d8e348b47af68623ea,spotify:artist:4vhNDa5ycK0ST968ek7kRr,1994,Robarte un Beso,https://p.scdn.co/mp3-preview/e28b4480b179d5bc134ff3ee384e35e0841594d9?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273575fb66ec11e54fb68d548a5,1,m
Eros Ramazzotti,it,Pop,https://i.scdn.co/image/ab6761610000e5eb5055007c804f1a0512dd0870,spotify:artist:61J0BktHv7PuP3tjTPYXSX,1984,La Cosa Mas Bella,https://p.scdn.co/mp3-preview/5865822668a2f4f0a79cde8b52d1a8b15aaa83a2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27382275cd567e80f83c921fccd,1,m
John Williams,us,Classical,https://i.scdn.co/image/ab6761610000e5eb89624794179c28271cf981d0,spotify:artist:73r6cgVUoNL47qnJAF0Ihw,2017,The Mates of Soul (Remastered),https://p.scdn.co/mp3-preview/b39e4ab04caad3abc7f79dc2d020bf7e485bbe61?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730aaf5d33748c80b0347d6a5e,1,m
Bob Dylan,us,Rock,https://i.scdn.co/image/ab6772690000c46cf79ca05dcc1581c712bf3658,spotify:artist:74ASZWbe4lXaubB36ztrGX,1962,Knockin' On Heaven's Door,https://p.scdn.co/mp3-preview/af04182e735852e2eeef1a7447458eafdcb65bd9?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736c86683d20c72e3874c11c6d,1,m
Blake Shelton,us,country,https://i.scdn.co/image/ab6761610000e5ebfaa4a95922b5d79497bab3ca,spotify:artist:1UTPBmNbXNTittyMJrNkvw,2001,No Body,https://p.scdn.co/mp3-preview/0055a0007f0f72b3c55f0fdfc935e13aba8971b6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c35022e4d48630fac86b7f54,1,m
Sam Hunt,us,country,https://i.scdn.co/image/ab6761610000e5eb6de39820444ef2c38f91da09,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,2014,Body Like A Back Road,https://p.scdn.co/mp3-preview/2f3ed3e4bd2c4aef6de10eea949313408e7ee18f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b5529363386deb522a4f586c,1,m
Dimitri Vegas & Like Mike,be,Electronic,https://i.scdn.co/image/ab6761610000e5eb83ea49177cdd404c1107b56c,spotify:artist:73jBynjsVtofjRpdpRAJGk,2020,Heaven,https://p.scdn.co/mp3-preview/ab3fef389579d2e6fec284c51e720ede22b8b365?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2739f2bdf9713dd252550e86d8e,2,m
Paul McCartney,uk,Rock,https://i.scdn.co/image/ab6761610000e5eb03bf2fe26e397122faa3d323,spotify:artist:4STHEaNw4mPZ2tzheohgXB,1970,Wonderful Christmastime - Edited Version / Remastered 2011,https://p.scdn.co/mp3-preview/a22a946c00359dca926b9e67e9cba825166497f6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a,1,m
TINI,ar,Pop,https://i.scdn.co/image/ab6761610000e5eb0cd53a4c51d4cde67789432d,spotify:artist:7vXDAI8JwjW531ouMGbfcp,2016,La Triple T,https://p.scdn.co/mp3-preview/4327ac2f4ddb5e386473c528a9c719609cc0ff1b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735ef3fecb30db2bcbc1ca78c7,1,x
Eladio Carrion,pr,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb87ff3d09a0fdb1fbdaed417b,spotify:artist:5XJDexmWFLWOkjOEjOVX3e,2020,Mbappe,https://p.scdn.co/mp3-preview/549f491ac64537de88ab5ce1d65157f3fa026ea0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273dce7a3fb14f5e841c0befbbf,1,m
Mambo Kingz,pr,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb881ed0aa97cc8420685dc90e,spotify:artist:2T1aUibqR2QC2sINIDQOAK,2015,Solita,https://p.scdn.co/mp3-preview/418c1e6a2d33f4f2d7af9eea355c1ae7b7ea152a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bc739e4f39cb4d5c253fcb64,2,m
